DATA_SOURCE,ENTITY_TYPE,RECORD_ID,NPI_NUMBER,NAME_ORG,DBA_NAME_ORG,DBA Name Type,MAILING_ADDR_LINE1,MAILING_ADDR_LINE2,MAILING_ADDR_CITY,MAILING_ADDR_STATE,MAILING_ADDR_POSTAL_CODE,MAILING_ADDR_COUNTRY,MAILING_PHONE_NUMBER,MAILINGFAX_PHONE_NUMBER,BUSINESS_ADDR_LINE1,BUSINESS_ADDR_LINE2,BUSINESS_ADDR_CITY,BUSINESS_ADDR_STATE,BUSINESS_ADDR_POSTAL_CODE,BUSINESS_ADDR_COUNTRY,PRACTICE_PHONE_NUMBER,PRACTICEFAX_PHONE_NUMBER,Provider Enumeration Date,Last Update Date,NPI Deactivation Date,NPI Reactivation Date,LICNUM1_OTHER_ID_NUMBER,LICNUM1_OTHER_ID_COUNTRY,LICNUM2_OTHER_ID_NUMBER,LICNUM2_OTHER_ID_COUNTRY,LICNUM3_OTHER_ID_NUMBER,LICNUM3_OTHER_ID_COUNTRY,LICNUM4_OTHER_ID_NUMBER,LICNUM4_OTHER_ID_COUNTRY,LICNUM5_OTHER_ID_NUMBER,LICNUM5_OTHER_ID_COUNTRY,LICNUM6_OTHER_ID_NUMBER,LICNUM6_OTHER_ID_COUNTRY,LICNUM7_OTHER_ID_NUMBER,LICNUM7_OTHER_ID_COUNTRY,LICNUM8_OTHER_ID_NUMBER,LICNUM8_OTHER_ID_COUNTRY,LICNUM9_OTHER_ID_NUMBER,LICNUM9_OTHER_ID_COUNTRY,LICNUM10_OTHER_ID_NUMBER,LICNUM10_OTHER_ID_COUNTRY,LICNUM11_OTHER_ID_NUMBER,LICNUM11_OTHER_ID_COUNTRY,LICNUM12_OTHER_ID_NUMBER,LICNUM12_OTHER_ID_COUNTRY,LICNUM13_OTHER_ID_NUMBER,LICNUM13_OTHER_ID_COUNTRY,LICNUM14_OTHER_ID_NUMBER,LICNUM14_OTHER_ID_COUNTRY,LICNUM15_OTHER_ID_NUMBER,LICNUM15_OTHER_ID_COUNTRY,Is Organization Subpart,Parent Organization LBN,Certification Date
NPI_ORGANIZATION,ORGANIZATION,1558592493,1558592493,GOOD SHEPHERD REHABILITATION RESEARCH INSTITUTE INC.,,,P.O. BOX 26299,,LAS VEGAS,NV,89126,US,7028933333,7028930960,7455 W. WASHINGTON AVE.,SUITE# 185,LAS VEGAS,NV,89128,US,7028933333,7028933333,07/27/2009,07/27/2009,,,1006252924,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1750512505,1750512505,AMEDISYS NEVADA LLC,AMEDISYS HOME HEALTH OF LAS VEGAS,Doing Business As,5959 S SHERWOOD FOREST BLVD,,BATON ROUGE,LA,708166038,US,2252983548,2252959678,2870 S MARYLAND PKWY,SUITE 250,LAS VEGAS,NV,891095031,US,7027911062,7027911062,07/28/2009,07/28/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1144451949,1144451949,SOUTHERN NEVADA CHILDREN FIRST,,,9811 W CHARLESTON BLVD # 2-863,,LAS VEGAS,NV,891177528,US,7027199773,7028972984,2637 CHIN CACTUS CT,,LAS VEGAS,NV,891061449,US,7027199773,7027199773,07/29/2009,07/29/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1952532657,1952532657,DR ADAM SCHWARTZ LTD,SCHWARTZ EYE CARE,Doing Business As,3016 W CHARLESTON BLVD,SUITE 180,LAS VEGAS,NV,891021977,US,7928232121,,3016 W CHARLESTON BLVD,SUITE 180,LAS VEGAS,NV,891021977,US,7928232121,7928232121,07/30/2009,08/17/2011,,,382,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1669603205,1669603205,"LEO SOO HOO, M.A., INC.",,,9244 EVERGREEN CANYON DRIVE,,LAS VEGAS,NV,89134,US,7023638460,,4760 S. PECOS ROAD,SUITE 103-27,LAS VEGAS,NV,89121,US,7023699706,7023699706,07/30/2009,07/30/2009,,,HAS238,NV,A-113,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"LEO SOO HOO, M.A., INC.",
NPI_ORGANIZATION,ORGANIZATION,1346471869,1346471869,MAYES ENTERPRISES PLLC,,,1124 OLVERA WAY,,LAS VEGAS,NV,891280556,US,7028828415,7025487676,10050 BANBURRY CROSS DR STE 130,,LAS VEGAS,NV,891447061,US,7023604836,7023604836,07/31/2009,07/31/2009,,,12823,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1649401191,1649401191,ANIL PATEL MEDICAL REHABILITATION PC,LAKE MEAD MEDICAL REHABILITATION,Doing Business As,8576 W LAKE MEAD BLVD,,LAS VEGAS,NV,891287630,US,7022553003,7022558133,8576 W LAKE MEAD BLVD,,LAS VEGAS,NV,891287630,US,7022553003,7022553003,07/31/2009,03/03/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1376774877,1376774877,"GIDDENS & ASSOCIATES, LLC",UNITY VILLAGE,Doing Business As,21 MARION DR,,LAS VEGAS,NV,891104666,US,7024456594,7029828712,21 MARION DR,,LAS VEGAS,NV,891104666,US,7024456594,7024456594,07/31/2009,07/31/2009,,,5095-C,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1356572762,1356572762,COMMUNITY INPATIENT CARE,,,6273 NARROW ISTHMUS AVE,,LAS VEGAS,NV,891396410,US,7024877055,7026850612,6273 NARROW ISTHMUS AVE,,LAS VEGAS,NV,891396410,US,7024877055,7024877055,08/03/2009,08/03/2009,,,11469,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1215168547,1215168547,THOMAS J. OSTLER DDS PC,,,4510 S EASTERN AVE,SUITE #4,LAS VEGAS,NV,891196149,US,7027960201,7027960201,4510 S EASTERN AVE,SUITE #4,LAS VEGAS,NV,891196149,US,7027960201,7027960201,08/04/2009,08/04/2009,,,3366,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1477784684,1477784684,"CITIZENEX, INC.",,,PO BOX 750221,,LAS VEGAS,NV,891360221,US,7022741890,7022215686,1805 S EASTERN AVE,,LAS VEGAS,NV,891043933,US,7022741890,7022741890,08/05/2009,08/05/2009,,,4857-C,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1033340187,1033340187,SPRING VALLEY DIALYSIS CENTER LLC,LIBERTY DIALYSIS - LAS VEGAS,Doing Business As,7650 SE 27TH ST,SUITE 200,MERCER ISLAND,WA,980403060,US,2062365001,,6970 WEST PATRICK LANE,SUITE 400B,LAS VEGAS,NV,891130235,US,2062365001,2062365001,08/06/2009,04/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1134350259,1134350259,MENTAL HEALTH ASSOCIATION OF NEW MEXICO,,,PO BOX 513,,LAS VEGAS,NM,877010513,US,5054257030,5054257031,128 BRIDGE ST,,LAS VEGAS,NM,877013427,US,5054257030,5054257030,08/06/2009,08/06/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1538390588,1538390588,PAUL L HAMOR JR INC A PROFESSIONAL CORPORATION,,,3022 S DURANGO DR,SUITE 100,LAS VEGAS,NV,891174439,US,,,5400 S RAINBOW BLVD,,LAS VEGAS,NV,891181859,US,7028533000,7028533000,08/06/2009,11/30/2010,,,6333,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1407087471,1407087471,"VERTEX MEDICUS, LLC",,,1905 MCDANIEL ST,SUITE 106,NORTH LAS VEGAS,NV,890307169,US,7029899449,7029899429,1905 MCDANIEL ST,SUITE 106,NORTH LAS VEGAS,NV,890307169,US,7029899449,7029899449,08/07/2009,02/17/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1700017787,1700017787,PREMISE HEALTH OF NEVADA MEDICAL HINITT P C,CAESAR'S LAS VEGAS HEALTH & WELLNESS CENTER,Doing Business As,16906 COLLECTION CENTER DR,,CHICAGO,IL,606930169,US,8778659013,2177092345,4100 W FLAMINGO RD STE 2100,,LAS VEGAS,NV,891033926,US,7028225098,7028225098,08/07/2009,04/01/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1093947020,1093947020,"GARRETT H. ARIZALA, O.D., PROF. CORP.",,,3717 JULIUS CT,,LAS VEGAS,NV,891295519,US,7023070828,,1910 E SERENE AVE,,LAS VEGAS,NV,891233227,US,7023070828,7023070828,08/08/2009,08/08/2009,,,298,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1780816777,1780816777,"STOCKTON HEALTH CARE SERVICES, INC.",LINCOLN SQUARE POST ACUTE CARE,Doing Business As,801 S RANCHO DR,SUITE D,LAS VEGAS,NV,891063854,US,2094665341,2094665355,1032 N LINCOLN ST,,STOCKTON,CA,952032409,US,2094665341,2094665341,08/10/2009,10/10/2011,,,100000209,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1851523815,1851523815,YEKATERINA KHRONUSOVA PC,,,2165 E WINDMILL LN,SUITE #335,LAS VEGAS,NV,891232074,US,7028982084,7025666911,8420 S EASTERN AVE,,LAS VEGAS,NV,891232874,US,7028982084,7028982084,08/10/2009,08/10/2009,,,9662,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1730311796,1730311796,KTS ENTERPRISE,WONDERFUL SMILES DENTAL,Doing Business As,2755 S NELLIS BLVD,STE 12,LAS VEGAS,NV,891217549,US,7024575335,7024573848,7211 S EASTERN AVE,STE 110,LAS VEGAS,NV,891194574,US,7027371221,7027371221,08/10/2009,12/26/2012,,,4603,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1912139890,1912139890,MEDICAL INTERNISTS OF NEVADA LLC,,,PO BOX 36830,,LAS VEGAS,NV,891336830,US,,,6850 N DURANGO DR,SUITE 210,LAS VEGAS,NV,891494595,US,9498427059,9498427059,08/11/2009,08/11/2009,,,DO1453,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1649402520,1649402520,CENTER FOR ADDICTION MEDICINE LLC,,,4445 S JONES BLVD STE 3,,LAS VEGAS,NV,891033373,US,7028737800,7028730834,4445 S JONES BLVD STE 3,,LAS VEGAS,NV,891033373,US,7028737800,7028737800,08/11/2009,07/13/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"MICHAEL S. LEVY D.O., P.C.",
NPI_ORGANIZATION,ORGANIZATION,1952533887,1952533887,QURESHI/AL-OWIR PLLC,NEVADA CRITICAL CARE CONSULTANTS,Doing Business As,PO BOX 98813,,LAS VEGAS,NV,891938813,US,7024836200,7024836202,10120 S EASTERN AVE,SUITE #120,HENDERSON,NV,890523951,US,7024836200,7024836200,08/11/2009,01/31/2014,,,3264,NV,10605,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1750513578,1750513578,DAY ONE DME LLC,,,3305 SPRING MOUNTAIN RD STE 46,,LAS VEGAS,NV,891028622,US,7026387779,7022403885,3305 SPRING MOUNTAIN RD STE 46,,LAS VEGAS,NV,891028622,US,7026387779,7026387779,08/12/2009,08/12/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1366674194,1366674194,DR EARL JACOBSON LTD FOOT CARE CLINIC,,,3650 S. EASTERN AVE,SUITE 200,LAS VEGAS,NV,891693345,US,,,3650 S. EASTERN AVE,SUITE 200,LAS VEGAS,NV,891693345,US,7023842544,7023842544,08/12/2009,10/25/2019,,,43,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1679705172,1679705172,OBRIEN CHIROPRACTIC PLLC,CANYON PALMS CHIROPRACTIC,Doing Business As,6015 S FORT APACHE RD,SUITE 180,LAS VEGAS,NV,891485543,US,7027396984,7027396904,6015 S FORT APACHE RD,SUITE 180,LAS VEGAS,NV,891485543,US,7027396984,7027396984,08/17/2009,08/17/2009,,,B01292,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1295967784,1295967784,ROSNER P. LUSS MD LTD,,,1621 E FLAMINGO RD,16B,LAS VEGAS,NV,891195276,US,7026960506,7026960532,1621 E FLAMINGO RD,16B,LAS VEGAS,NV,891195276,US,7026960506,7026960506,08/17/2009,06/11/2012,,,8699,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1114159787,1114159787,MAPLE STAR NEVADA,,,2090 SEATTLE SHORE ST,,LAS VEGAS,NV,891155227,US,6783611979,,2090 SEATTLE SHORE ST,,LAS VEGAS,NV,891155227,US,6783611979,6783611979,08/17/2009,08/17/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1295967875,1295967875,"HUMAN RESOURCES DEVELOPMENT INSTITUTE,INC","HUMAN RESOURCES DEVELOPMENT INSTITUE,INC",Doing Business As,3365 E FLAMINGO RD,,LAS VEGAS,NV,891217440,US,7029331156,,3365 E FLAMINGO RD,,LAS VEGAS,NV,891217440,US,7029331156,7029331156,08/17/2009,08/17/2009,,,2000040.960,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"HUMAN RESOURCES DEVELOPMENT INSTITUTE,INC",
NPI_ORGANIZATION,ORGANIZATION,1033341342,1033341342,"KELLY JIN, D.M.D., INC.",ICON DENTAL,Doing Business As,7300 ARROYO CROSSING PARKWAY,#100,LAS VEGAS,NV,89113,US,7028804266,7027924266,3730 E. FLAMINGO RD.,,LAS VEGAS,NV,89121,US,7028044266,7028044266,08/20/2009,08/20/2009,,,3739,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1073746061,1073746061,LIVING WATERS INTERNATIONAL WOMEN'S MINISTRY,LIVING WATERS INTERNATIONAL,Doing Business As,4780 W ANN RD STE 5-239,,NORTH LAS VEGAS,NV,890313859,US,7025774118,7029254775,4780 W ANN RD STE 5-239,,NORTH LAS VEGAS,NV,890313859,US,7025774118,7025774118,08/25/2009,08/25/2009,,,5312-C,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1679706790,1679706790,DIGESTIVE DISEASE CENTER-GREEN VALLEY,,,1647 WINDMILL LANE,SUITE 110,LAS VEGAS,NV,89123,US,7026285830,7022708984,1647 WINDMILL LANE,SUITE 110,LAS VEGAS,NV,89123,US,7026285830,7026285830,08/25/2009,10/05/2015,,,2000772.650,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1780817668,1780817668,AN ANGELS TOUCH LLC,,,146 BRIDGE ST,,LAS VEGAS,NM,877013427,US,5054541595,5054541510,146 BRIDGE ST,,LAS VEGAS,NM,877013427,US,5054541595,5054541595,08/26/2009,08/26/2009,,,03157629000,NM,03157629000,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1104059815,1104059815,HEALTHCARE AND EDUCATION SERVICES INC,,,PO BOX 34387,,LAS VEGAS,NV,891334387,US,7026891545,5613379030,1701 S TORREY PINES DR,,LAS VEGAS,NV,891462999,US,7026891545,7026891545,08/27/2009,08/27/2009,,,APN001047,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1619100328,1619100328,SARAN MEDICAL INTERNATIONAL LIMITED ENTERPRISES,,,7529 BELGIAN LION ST,,LAS VEGAS,NV,891395302,US,7025471809,,7010 SMOKE RANCH RD,SUITE 120,LAS VEGAS,NV,891283123,US,7022606200,7022606200,08/27/2009,08/27/2009,,,9683,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1851524326,1851524326,COMMUNITY RIGHT CONSULTING,,,4144 THOMAS PATRICK AVE.,,NORTH LAS VEGAS,NV,890328942,US,7025741857,,4144 THOMAS PATRICK AVE,,NORTH LAS VEGAS,NV,890328942,US,7025741857,7025741857,08/31/2009,08/31/2009,,,0455,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1528291010,1528291010,LAS VEGAS WEST INC,,,8751 W CHARLESTON BLVD STE 250,,LAS VEGAS,NV,891175484,US,6045991895,6045991891,8751 W CHARLESTON BLVD STE 250,,LAS VEGAS,NV,891175484,US,6045991895,6045991895,08/31/2009,08/31/2009,,,PT1469,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1730312976,1730312976,SUMMIT AUTISM SERVICES,,,848 N RAINBOW BLVD,#2717,LAS VEGAS,NV,891071103,US,,,848 N RAINBOW BLVD,#2717,LAS VEGAS,NV,891071103,US,3618500580,3618500580,09/03/2009,09/03/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1184957326,1184957326,CHERRINGTON DENTAL PLLC,CHERRINGTON DENTAL,Doing Business As,726 E SAHARA AVE,,LAS VEGAS,NV,891042913,US,7027355066,7027355067,726 E SAHARA AVE,,LAS VEGAS,NV,891042913,US,7027355066,7027355066,09/04/2009,09/04/2009,,,5968,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1992038152,1992038152,JACK ANSTANDIG MD PROFESSIONAL CORPORATION,BODYLOGICMD OF LAS VEGAS,Doing Business As,8475 S EASTERN AVE,SUITE 202,LAS VEGAS,NV,891232862,US,8669725182,8669725183,8475 S EASTERN AVE,SUITE 202,LAS VEGAS,NV,891232862,US,8669725182,8669725182,09/04/2009,09/04/2009,,,13232,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1184957268,1184957268,COPPEL MEDICAL ENTERPRISE LLC,NEVADA COMPREHENSIVE PAINCENTER,Doing Business As,2809 W CHARLESTON BLVD,SUITE 150,LAS VEGAS,NV,891021998,US,7024769999,7029461343,2809 W CHARLESTON BLVD,SUITE 150,LAS VEGAS,NV,891021998,US,7024769999,7024769999,09/08/2009,05/09/2012,,,11833,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1467785527,1467785527,DESERT BEHAVIORAL HEALTH,,,4055 SPENCER ST STE 118,,LAS VEGAS,NV,891195250,US,7027999710,7027999712,4055 SPENCER ST STE 118,,LAS VEGAS,NV,891195250,US,7027999710,7027999710,09/08/2009,04/12/2019,,,1008584355-000,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1083947063,1083947063,"NORTHLAND HEARING CENTERS, INC.",HEAR FOR YOU,Doing Business As,2510 E SUNSET RD,UNIT 5-260,LAS VEGAS,NV,891203511,US,7027980113,8662915242,67 PROSPECT AVE,,HUDSON,NY,145502917,US,5188229777,5188229777,09/09/2009,06/08/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1255664165,1255664165,"NEVADA ORTHOTICS & PROSTHETICS, INC",,,3435 W CHEYENNE AVE,SUITE 102,NORTH LAS VEGAS,NV,890328206,US,7022335500,7022332131,3435 W CHEYENNE AVE,SUITE 102,NORTH LAS VEGAS,NV,890328206,US,7022335500,7022335500,09/09/2009,05/05/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1366775389,1366775389,PLANET DENTAL INC,,,2755 S NELLIS BLVD,STE 12,LAS VEGAS,NV,891217549,US,7024575335,7024573848,4570 N RANCHO DR,STE 2,LAS VEGAS,NV,891303430,US,7026569497,7026569497,09/09/2009,01/16/2013,,,4603,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1770816647,1770816647,CARRERA PROFESSINAL SERVICES PLLC,,,PO BOX 34795,,LAS VEGAS,NV,891334795,US,7022209865,7022518196,3150 N TENAYA WAY,SUITE 525,LAS VEGAS,NV,891280443,US,7022209865,7022209865,09/10/2009,04/15/2015,,,5165,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1639402217,1639402217,LAS VEGAS CHARTER SCHOOL OF THE DEAF,,,1951 S RAINBOW BLVD,,LAS VEGAS,NV,891462974,US,7024754841,7028383323,1951 S RAINBOW BLVD,,LAS VEGAS,NV,891462974,US,7024754841,7024754841,09/14/2009,09/22/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1538492012,1538492012,"CARLOS W. ARAUJO, MD, PC",HORIZON CANCER & HEMATOLOGY CENTER,Doing Business As,3201 S MARYLAND PKWY,SUITE 414,LAS VEGAS,NV,891092441,US,7027359337,7027359338,3201 S MARYLAND PKWY,SUITE 414,LAS VEGAS,NV,891092441,US,7027359337,7027359337,09/15/2009,12/07/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1306179700,1306179700,TRANSITIONAL WELLNESS CENTER,"CATHY DONOVAN, LCSW",Doing Business As,437 ENGEL AVE,,HENDERSON,NV,890114357,US,7023390346,,5852 S PECOS RD,,LAS VEGAS,NV,891203489,US,7023390346,7023390346,09/16/2009,09/16/2009,,,2556-C,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1780917039,1780917039,JOHN PAGLINI LTD.,,,9163 W FLAMINGO RD,SUITE 120,LAS VEGAS,NV,891476457,US,7028699188,,9163 W FLAMINGO RD,SUITE 120,LAS VEGAS,NV,891476457,US,7028699188,7028699188,09/17/2009,09/17/2009,,,PY239,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1841523164,1841523164,"GIRISGEN & KOPOLOW OD, PC",,,7361 W LAKE MEAD BLVD STE 104,,LAS VEGAS,NV,891281040,US,7027336764,7022555795,2021 N RAINBOW BLVD STE 100,,LAS VEGAS,NV,891087098,US,7027336764,7027336764,09/18/2009,09/27/2011,,,323,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1730413972,1730413972,KOCHY M Y TANG DO A PROFESSIONAL CORPORATION,M FAMILY CARE,Doing Business As,PO BOX 230181,,LAS VEGAS,NV,891050181,US,7028371265,7028371706,12300 LAS VEGAS BLVD S,,LAS VEGAS,NV,890449506,US,7028371265,7028371265,09/21/2009,09/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1013241033,1013241033,DR EDWARD HOFFMAN PROFESSIONAL CORPORATION,SUMMERLIN MEDICAL,Doing Business As,8350 W SAHARA AVE,270,LAS VEGAS,NV,891178939,US,7022438100,7023609416,8350 W SAHARA AVE,270,LAS VEGAS,NV,891178939,US,7022438100,7022438100,09/23/2009,03/07/2012,,,OS229,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1639403660,1639403660,ARSHAD IQBAL MD LTD,,,3211 S EASTERN AVE,,LAS VEGAS,NV,891693310,US,7027313300,7027315540,3211 S EASTERN AVE,,LAS VEGAS,NV,891693310,US,7027313300,7027313300,09/23/2009,09/23/2009,,,3567,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1205160272,1205160272,"ALL MEDCARE EQUIPMENT, INC",,,4300 N PECOS RD,SUITE 3,LAS VEGAS,NV,891150139,US,7023356674,8882109929,4300 N PECOS RD,SUITE 3,LAS VEGAS,NV,891150139,US,7023356674,7023356674,09/24/2009,09/24/2009,,,1W8540846,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1538493473,1538493473,"SAR HOSPICE, LLC",SERENITY HOSPICE,Doing Business As,3120 S VALLEY VIEW BLVD,SUITE B,LAS VEGAS,NV,891027719,US,7022207109,7022207189,3120 S VALLEY VIEW BLVD,SUITE B,LAS VEGAS,NV,891027719,US,7022207109,7022207109,09/24/2009,05/14/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1427382415,1427382415,"GIRISGEN & KOPOLOW OD, PC",,,7361 W LAKE MEAD BLVD STE 104,,LAS VEGAS,NV,891281040,US,7027336764,7022555795,8145 W SAHARA AVE STE 510,,LAS VEGAS,NV,891171995,US,7027336764,7027336764,09/24/2009,09/27/2011,,,323,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1164756862,1164756862,SAN MIGUEL PHYSICIAN SERVICES LLC,,,200 CORPORATE BLVD,SUITE 201,LAFAYETTE,LA,705083870,US,8008939698,,104 LEGION DR,,LAS VEGAS,NM,877014804,US,5054263500,5054263500,09/28/2009,09/28/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1922332774,1922332774,PREMIUM SURGICAL SERVICES CENTER,,,8954 SPANISH RIDGE AVE SUITE 2,,LAS VEGAS,NV,89148,US,7022219374,7022219805,8954 SPANISH RIDGE AVENUE SUITE 1,,LAS VEGAS,NV,89148,US,7022439555,7022439555,09/28/2009,02/09/2011,,,200969825,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1588998298,1588998298,"ANGEL CITY HOSPICE, INC.",,,5000 W OAKEY BLVD,SUITE A6,LAS VEGAS,NV,891463393,US,7028585808,,5000 W OAKEY BLVD,SUITE A6,LAS VEGAS,NV,891463393,US,7028585808,7028585808,09/28/2009,09/28/2009,,,5185HPC-0,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1215261847,1215261847,"MICHAEL VATHANASAYNEE, O.D. PROFESSIONAL CORPORATION",,,11714 LONGWORTH RD,,LAS VEGAS,NV,891351322,US,7149264384,,3950 W LAKE MEAD BLVD,,NORTH LAS VEGAS,NV,890324895,US,7149264384,7149264384,09/30/2009,12/13/2012,,,609,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
